identifier,type,id,operator,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,evse_id,socket:chademo,socket:chademo:kw,socket:tesla_destination,socket:tesla_destination:kw,socket:type2,socket:type2:kw,socket:type2_cable,socket:type2_cable:kw,socket:type2_combo,socket:type2_combo:kw
Alcácer do Sal Supercharger / node/12447536819,child_point,child/node/12447536819,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Alcácer do Sal Supercharger / node/12447536820,child_point,child/node/12447536820,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Alcácer do Sal Supercharger / node/12447536821,child_point,child/node/12447536821,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Alcácer do Sal Supercharger / node/12447536822,child_point,child/node/12447536822,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Alcácer do Sal Supercharger / node/12447536823,child_point,child/node/12447536823,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Alcácer do Sal Supercharger / node/12447536824,child_point,child/node/12447536824,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Alcácer do Sal Supercharger / node/12447536825,child_point,child/node/12447536825,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Alcácer do Sal Supercharger / node/12447536826,child_point,child/node/12447536826,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Alcácer do Sal Supercharger / node/12447536827,child_point,child/node/12447536827,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Alcácer do Sal Supercharger / node/12447536828,child_point,child/node/12447536828,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Alcácer do Sal Supercharger / 4D,child_point,child/node/13280893005,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 4C,child_point,child/node/13280893006,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 4B,child_point,child/node/13280893007,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 4A,child_point,child/node/13280893008,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 3D,child_point,child/node/13280893009,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 3C,child_point,child/node/13280893010,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 3B,child_point,child/node/13280893011,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 3A,child_point,child/node/13280893012,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 2D,child_point,child/node/13280893013,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 2C,child_point,child/node/13280893014,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 2B,child_point,child/node/13280893015,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 2A,child_point,child/node/13280893016,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 1D,child_point,child/node/13280893017,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 1C,child_point,child/node/13280893018,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 1B,child_point,child/node/13280893019,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 1A,child_point,child/node/13280893020,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 6C,child_point,child/node/13408543479,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 6D,child_point,child/node/13408543480,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 7A,child_point,child/node/13408543481,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 7B,child_point,child/node/13408543482,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 7C,child_point,child/node/13408543483,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 6B,child_point,child/node/13408543500,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 6A,child_point,child/node/13408546401,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 5D,child_point,child/node/13408546402,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 5C,child_point,child/node/13408546403,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 5B,child_point,child/node/13408546404,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 5A,child_point,child/node/13408546405,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 7D,child_point,child/node/13408546421,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 8A,child_point,child/node/13408546422,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 8B,child_point,child/node/13408546423,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 8C,child_point,child/node/13408546424,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Alcácer do Sal Supercharger / 8D,child_point,child/node/13408546425,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
CTB-?????,way,way/1346487664,Charging Together,8,0.0,yes,,24/7,Mobi.E,0,0.0,yes,-8,0.0,0.0,,,,,,,,,,,
CTB-????? / CTB-?????,child_point,child/node/12454150321,Charging Together,2,0.0,yes,no,24/7,Mobi.E,0,0.0,yes,-2,0.0,0.0,,,,,,,,,,,
CTB-????? / CTB-?????,child_point,child/node/12454150322,Charging Together,2,0.0,yes,no,24/7,Mobi.E,0,0.0,yes,-2,0.0,0.0,,,,,,,,,,,
CTB-????? / CTB-?????,child_point,child/node/12454150323,Charging Together,2,0.0,yes,no,24/7,Mobi.E,0,0.0,yes,-2,0.0,0.0,,,,,,,,,,,
CTB-????? / CTB-?????,child_point,child/node/12454150324,Charging Together,2,0.0,yes,no,24/7,Mobi.E,0,0.0,yes,-2,0.0,0.0,,,,,,,,,,,
Montemor-o-Novo Supercharger,way,way/1346498215,Tesla,8,600.0,yes,,24/7,Tesla,8,1200.0,no,0,0.0,600.0,,,,,,,,,,8,150.0
Montemor-o-Novo Supercharger / 1A,child_point,child/node/5378178475,Tesla,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Montemor-o-Novo Supercharger / 4B,child_point,child/node/12454246612,Tesla,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Montemor-o-Novo Supercharger / 4A,child_point,child/node/12454246613,Tesla,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Montemor-o-Novo Supercharger / 3B,child_point,child/node/12454246614,Tesla,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Montemor-o-Novo Supercharger / 3A,child_point,child/node/12454246615,Tesla,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Montemor-o-Novo Supercharger / 2B,child_point,child/node/12454246616,Tesla,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Montemor-o-Novo Supercharger / 2A,child_point,child/node/12454246617,Tesla,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Montemor-o-Novo Supercharger / 1B,child_point,child/node/12454246618,Tesla,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Fátima Supercharger,way,way/1346610986,Tesla,32,2800.0,yes,,24/7,Tesla,32,8000.0,no,0,0.0,2800.0,,,,,,,,,,32,250.0
Fátima Supercharger / node/5378152458,child_point,child/node/5378152458,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455731091,child_point,child/node/12455731091,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455731092,child_point,child/node/12455731092,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455731093,child_point,child/node/12455731093,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455731094,child_point,child/node/12455731094,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455731095,child_point,child/node/12455731095,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455731096,child_point,child/node/12455731096,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455731097,child_point,child/node/12455731097,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455731098,child_point,child/node/12455731098,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455731099,child_point,child/node/12455731099,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455731100,child_point,child/node/12455731100,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455741001,child_point,child/node/12455741001,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455741002,child_point,child/node/12455741002,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / node/12455741003,child_point,child/node/12455741003,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Fátima Supercharger / 5B,child_point,child/node/12800103111,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 5A,child_point,child/node/12800103112,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 4D,child_point,child/node/12800103113,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 4C,child_point,child/node/12800103114,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 4B,child_point,child/node/12800103115,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 4A,child_point,child/node/12800103116,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 3D,child_point,child/node/12800103117,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 3C,child_point,child/node/12800103118,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 3B,child_point,child/node/12800103119,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 3A,child_point,child/node/12800103120,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 2D,child_point,child/node/12800103121,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 2C,child_point,child/node/12800103122,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 2B,child_point,child/node/12800103123,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 2A,child_point,child/node/12800103124,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 1D,child_point,child/node/12800103125,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 1C,child_point,child/node/12800103126,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 1B,child_point,child/node/12800103127,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 1A,child_point,child/node/12800103128,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 5C,child_point,child/node/13387322264,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 5D,child_point,child/node/13387322265,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 6A,child_point,child/node/13387322266,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 6B,child_point,child/node/13387322267,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 6D,child_point,child/node/13387322268,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 6C,child_point,child/node/13387322269,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 7B,child_point,child/node/13387322270,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 7A,child_point,child/node/13387322271,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 7D,child_point,child/node/13387322272,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 7C,child_point,child/node/13387322273,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 8B,child_point,child/node/13387322274,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 8A,child_point,child/node/13387322275,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 8D,child_point,child/node/13387322276,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Fátima Supercharger / 8C,child_point,child/node/13387322277,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Guarda Supercharger,way,way/1346617446,Tesla,8,600.0,yes,,24/7,Tesla,8,1200.0,no,0,0.0,600.0,,,,,,,,,,8,150.0
Guarda Supercharger / 1A,child_point,child/node/5624728860,Tesla,1,150.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Guarda Supercharger / 3B,child_point,child/node/12455771321,Tesla,1,150.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Guarda Supercharger / 4A,child_point,child/node/12455771322,Tesla,1,150.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Guarda Supercharger / 4B,child_point,child/node/12455771323,Tesla,1,150.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Guarda Supercharger / 3A,child_point,child/node/12455771324,Tesla,1,150.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Guarda Supercharger / 2B,child_point,child/node/12455771325,Tesla,1,150.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Guarda Supercharger / 2A,child_point,child/node/12455771326,Tesla,1,150.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Guarda Supercharger / 1B,child_point,child/node/12455771327,Tesla,1,150.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,,,,,,,,,,1,150.0
Mealhada Supercharger,way,way/1346635917,Tesla,40,3500.0,yes,,24/7,Tesla,40,10000.0,no,0,0.0,3500.0,,,,,,,,,,40,250.0
Mealhada Supercharger / node/8132694667,child_point,child/node/8132694667,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915560,child_point,child/node/12455915560,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915561,child_point,child/node/12455915561,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915562,child_point,child/node/12455915562,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915563,child_point,child/node/12455915563,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915564,child_point,child/node/12455915564,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915565,child_point,child/node/12455915565,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915566,child_point,child/node/12455915566,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915567,child_point,child/node/12455915567,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915568,child_point,child/node/12455915568,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915569,child_point,child/node/12455915569,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915570,child_point,child/node/12455915570,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915571,child_point,child/node/12455915571,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915572,child_point,child/node/12455915572,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915573,child_point,child/node/12455915573,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915574,child_point,child/node/12455915574,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915575,child_point,child/node/12455915575,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915576,child_point,child/node/12455915576,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915577,child_point,child/node/12455915577,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / node/12455915578,child_point,child/node/12455915578,,0,0.0,yes,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
Mealhada Supercharger / 3D,child_point,child/node/13081895789,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 3C,child_point,child/node/13081895790,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 4B,child_point,child/node/13081895791,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 4A,child_point,child/node/13081895792,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 4D,child_point,child/node/13081895793,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 4C,child_point,child/node/13081895794,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 5B,child_point,child/node/13081895795,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 5A,child_point,child/node/13081895796,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 5D,child_point,child/node/13081895797,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 5C,child_point,child/node/13081895798,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 1A,child_point,child/node/13081895799,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 1B,child_point,child/node/13081895800,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 1C,child_point,child/node/13081917601,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 1D,child_point,child/node/13081917602,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 2A,child_point,child/node/13081917603,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 2B,child_point,child/node/13081917604,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 2C,child_point,child/node/13081917605,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 2D,child_point,child/node/13081917606,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 3A,child_point,child/node/13081917607,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 3B,child_point,child/node/13081917608,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 10C,child_point,child/node/13388381430,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 10D,child_point,child/node/13388381431,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 10A,child_point,child/node/13388381432,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 10B,child_point,child/node/13388381433,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 9C,child_point,child/node/13388381434,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 9D,child_point,child/node/13388381435,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 9A,child_point,child/node/13388381436,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 9B,child_point,child/node/13388381437,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 8C,child_point,child/node/13388381438,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 8D,child_point,child/node/13388381439,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
Mealhada Supercharger / 6B,child_point,child/node/13388381440,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,,,,,,,,,,1,250.0
